id,word,ipa,audio_path,ipa_clean,source,is_correct,split
,meteor,/ˈmitiɚ/,data/augmented/acoustic/en1055794_aug2.wav,ˈmitiɚ,augmented,True,train
844.0,bargain,/ˈbɑrgən/,data/raw/phonemeref_data/audio/bargain/en006568.mp3,ˈbɑrgən,original,True,
,staple,/ˈsteɪpəl/,data/augmented/acoustic/en083629_aug1.wav,ˈsteɪpəl,augmented,True,train
429.0,annuity,/əˈnuɪti/,data/raw/phonemeref_data/audio/annuity/en1004141.mp3,əˈnuɪti,original,True,
,meek,/mik/,data/augmented/acoustic/en054624_aug1.wav,mik,augmented,True,train
3293.0,eastern,/ˈistɚn/,data/raw/phonemeref_data/audio/eastern/en028454.mp3,ˈistɚn,original,True,
5353.0,inedible,/ɪnˈɛdəbəl/,data/raw/phonemeref_data/audio/inedible/en1045821.mp3,ɪnˈɛdəbəl,original,True,
3444.0,enforcement,/ɪnˈfɔːrsmənt/,data/raw/phonemeref_data/audio/enforcement/en029850.mp3,ɪnˈfɔːrsmənt,original,True,
,telescope,/ˈtɛləˌskoʊp/,data/augmented/acoustic/en1088712_aug1.wav,ˈtɛləˌskoʊp,augmented,True,train
8972.0,seem,/sim/,data/raw/phonemeref_data/audio/seem/en076624.mp3,sim,original,True,
,auspicious,/ɔˈspɪʃəs/,data/augmented/acoustic/en1006379_aug1.wav,ɔˈspɪʃəs,augmented,True,train
4484.0,golden,/ˈgoʊldən/,data/raw/phonemeref_data/audio/golden/en039212.mp3,ˈgoʊldən,original,True,
7543.0,pliable,/ˈplaɪəbəl/,data/raw/phonemeref_data/audio/pliable/en1066244.mp3,ˈplaɪəbəl,original,True,
,faithfully,/ˈfeɪθfʊli/,data/augmented/acoustic/en032600_aug1.wav,ˈfeɪθfʊli,augmented,True,train
,itinerary,/aɪˈtɪnəˈrɛri/,data/augmented/acoustic/en047777_aug2.wav,aɪˈtɪnəˈrɛri,augmented,True,train
,Negro,/ˈnigroʊ/,data/augmented/acoustic/en1058979_aug1.wav,ˈnigroʊ,augmented,True,train
,kidnapping,/ˈkɪdnæpɪŋ/,data/augmented/acoustic/en048901_aug1.wav,ˈkɪdnæpɪŋ,augmented,True,train
,assassination,/əˌsæsəˈneɪʃən/,data/augmented/acoustic/en004662_aug1.wav,əˌsæsəˈneɪʃən,augmented,True,train
,amazingly,/əˈmeɪzɪŋli/,data/augmented/acoustic/en1003435_aug2.wav,əˈmeɪzɪŋli,augmented,True,train
,administrator,/ədˈmɪnɪstreɪtər/,data/augmented/acoustic/en001383_aug2.wav,ədˈmɪnɪstreɪtər,augmented,True,train
,pattern,/ˈpætɚn/,data/augmented/acoustic/en062506_aug2.wav,ˈpætɚn,augmented,True,train
5960.0,ledge,/lɛdʒ/,data/raw/phonemeref_data/audio/ledge/en050467.mp3,lɛdʒ,original,True,
4782.0,hat,/hæt/,data/raw/phonemeref_data/audio/hat/en041928.mp3,hæt,original,True,
,printed,/ˈprɪntɪd/,data/augmented/acoustic/en066795_aug1.wav,ˈprɪntɪd,augmented,True,train
,carnation,/kɑrˈneɪʃən/,data/augmented/acoustic/en1013414_aug1.wav,kɑrˈneɪʃən,augmented,True,train
10851.0,union,/ˈjunjən/,data/raw/phonemeref_data/audio/union/en093913.mp3,ˈjunjən,original,True,
,cooling,/ˈkuːlɪŋ/,data/augmented/acoustic/en019473_aug2.wav,ˈkuːlɪŋ,augmented,True,train
3731.0,extraneous,/ɪkˈstreɪniəs/,data/raw/phonemeref_data/audio/extraneous/en1031688.mp3,ɪkˈstreɪniəs,original,True,
,lateral,/ˈlætərəl/,data/augmented/acoustic/en1050673_aug1.wav,ˈlætərəl,augmented,True,train
,neglected,/nɪˈglɛktɪd/,data/augmented/acoustic/en057918_aug1.wav,nɪˈglɛktɪd,augmented,True,train
,distinguishing,/dɪˈstɪŋgwɪʃɪŋ/,data/augmented/acoustic/en1025986_aug2.wav,dɪˈstɪŋgwɪʃɪŋ,augmented,True,train
,foreign,/ˈfɔrɪn/,data/augmented/acoustic/en035833_aug1.wav,ˈfɔrɪn,augmented,True,train
,lymph,/lɪmf/,data/augmented/acoustic/en052968_aug2.wav,lɪmf,augmented,True,train
6980.0,ounce,/aʊns/,data/raw/phonemeref_data/audio/ounce/en060363.mp3,aʊns,original,True,
61.0,accomplice,/əˈkɑmplɪs/,data/raw/phonemeref_data/audio/accomplice/en1001323.mp3,əˈkɑmplɪs,original,True,
11301.0,weak,/wik/,data/raw/phonemeref_data/audio/weak/en097023.mp3,wik,original,True,
3216.0,dryness,/ˈdraɪnɪs/,data/raw/phonemeref_data/audio/dryness/en1027508.mp3,ˈdraɪnɪs,original,True,
6249.0,majority,/məˈdʒɔrɪti/,data/raw/phonemeref_data/audio/majority/en053267.mp3,məˈdʒɔrɪti,original,True,
6499.0,migrant,/ˈmaɪgrənt/,data/raw/phonemeref_data/audio/migrant/en1056146.mp3,ˈmaɪgrənt,original,True,
,index,/ˈɪndɛks/,data/augmented/acoustic/en045882_aug2.wav,ˈɪndɛks,augmented,True,train
,control,/kənˈtroʊl/,data/augmented/acoustic/en019165_aug1.wav,kənˈtroʊl,augmented,True,train
,boulevard,/ˈbʊləˌvɑrd/,data/augmented/acoustic/en1010482_aug2.wav,ˈbʊləˌvɑrd,augmented,True,train
,persecution,/ˌpɝsɪˈkjuʃən/,data/augmented/acoustic/en1064690_aug1.wav,ˌpɝsɪˈkjuʃən,augmented,True,train
7591.0,politely,/pəˈlaɪtli/,data/raw/phonemeref_data/audio/politely/en065175.mp3,pəˈlaɪtli,original,True,
,lamentable,/ˈlæməntəbəl/,data/augmented/acoustic/en1050401_aug1.wav,ˈlæməntəbəl,augmented,True,train
,prospecting,/prəˈspɛktɪŋ/,data/augmented/acoustic/en1069223_aug1.wav,prəˈspɛktɪŋ,augmented,True,train
,legality,/liˈgælɪti/,data/augmented/acoustic/en1051259_aug2.wav,liˈgælɪti,augmented,True,train
,Buddhism,/ˈbudɪzəm/,data/augmented/acoustic/en1011562_aug2.wav,ˈbudɪzəm,augmented,True,train
4458.0,glucose,/ˈglukoʊs/,data/raw/phonemeref_data/audio/glucose/en1037777.mp3,ˈglukoʊs,original,True,
2170.0,contentment,/kənˈtɛntmənt/,data/raw/phonemeref_data/audio/contentment/en018937.mp3,kənˈtɛntmənt,original,True,
,embellishment,/ɪmˈbɛlɪʃmənt/,data/augmented/acoustic/en1029003_aug2.wav,ɪmˈbɛlɪʃmənt,augmented,True,train
,sanguine,/ˈsæŋgwɪn/,data/augmented/acoustic/en1076398_aug1.wav,ˈsæŋgwɪn,augmented,True,train
,flop,/flɑp/,data/augmented/acoustic/en035055_aug1.wav,flɑp,augmented,True,train
,cleat,/klit/,data/augmented/acoustic/en1016067_aug1.wav,klit,augmented,True,train
8253.0,reconciliation,/ˌrɛkənˌsɪliˈeɪʃən/,data/raw/phonemeref_data/audio/reconciliation/en1072065.mp3,ˌrɛkənˌsɪliˈeɪʃən,original,True,
7960.0,proximity,/prɑkˈsɪmɪti/,data/raw/phonemeref_data/audio/proximity/en1069559.mp3,prɑkˈsɪmɪti,original,True,
5773.0,kelp,/kɛlp/,data/raw/phonemeref_data/audio/kelp/en1049661.mp3,kɛlp,original,True,
,bale,/beɪl/,data/augmented/acoustic/en006307_aug1.wav,beɪl,augmented,True,train
1242.0,bruit,/bruːt/,data/raw/phonemeref_data/audio/bruit/en1011434.mp3,bruːt,original,True,
,enmity,/ˈɛnmɪti/,data/augmented/acoustic/en1029644_aug2.wav,ˈɛnmɪti,augmented,True,train
,chap,/tʃæp/,data/augmented/acoustic/en014036_aug2.wav,tʃæp,augmented,True,train
,trainer,/ˈtreɪnɚ/,data/augmented/acoustic/en091450_aug1.wav,ˈtreɪnɚ,augmented,True,train
,brooding,/ˈbrudɪŋ/,data/augmented/acoustic/en011032_aug1.wav,ˈbrudɪŋ,augmented,True,train
,drowse,/draʊz/,data/augmented/acoustic/en1027410_aug2.wav,draʊz,augmented,True,train
,coconut,/ˈkoʊkəˌnʌt/,data/augmented/acoustic/en016381_aug2.wav,ˈkoʊkəˌnʌt,augmented,True,train
5162.0,ignition,/ɪgˈnɪʃən/,data/raw/phonemeref_data/audio/ignition/en044991.mp3,ɪgˈnɪʃən,original,True,
,oval,/ˈoʊvəl/,data/augmented/acoustic/en1061775_aug2.wav,ˈoʊvəl,augmented,True,train
11235.0,walrus,/ˈwɔlrəs/,data/raw/phonemeref_data/audio/walrus/en096395.mp3,ˈwɔlrəs,original,True,
,tutorial,/tuˈtɔriəl/,data/augmented/acoustic/en092821_aug1.wav,tuˈtɔriəl,augmented,True,train
,economic,/ˌɛkəˈnɑmɪk/,data/augmented/acoustic/en028541_aug2.wav,ˌɛkəˈnɑmɪk,augmented,True,train
6971.0,ostracism,/ˈɑstrəˌsɪzəm/,data/raw/phonemeref_data/audio/ostracism/en1061444.mp3,ˈɑstrəˌsɪzəm,original,True,
,truck,/trʌk/,data/augmented/acoustic/en092235_aug1.wav,trʌk,augmented,True,train
6949.0,ore,/ɔr/,data/raw/phonemeref_data/audio/ore/en060175.mp3,ɔr,original,True,
,sought,/sɔt/,data/augmented/acoustic/en081649_aug2.wav,sɔt,augmented,True,train
,excruciating,/ɪkˈskruʃiˌeɪtɪŋ/,data/augmented/acoustic/en031480_aug1.wav,ɪkˈskruʃiˌeɪtɪŋ,augmented,True,train
9970.0,surety,/ˈʃʊrɪti/,data/raw/phonemeref_data/audio/surety/en1086880.mp3,ˈʃʊrɪti,original,True,
,version,/ˈvɝʒən/,data/augmented/acoustic/en095447_aug2.wav,ˈvɝʒən,augmented,True,train
,consultant,/kənˈsʌltnt/,data/augmented/acoustic/en018775_aug2.wav,kənˈsʌltnt,augmented,True,train
,bourgeois,/bʊrˈʒwɑ/,data/augmented/acoustic/en1010542_aug1.wav,bʊrˈʒwɑ,augmented,True,train
7758.0,presentation,/ˌprɛzənˈteɪʃən/,data/raw/phonemeref_data/audio/presentation/en066403.mp3,ˌprɛzənˈteɪʃən,original,True,
,successor,/səkˈsɛsɚ/,data/augmented/acoustic/en1086187_aug2.wav,səkˈsɛsɚ,augmented,True,train
9008.0,sensational,/sɛnˈseɪʃənəl/,data/raw/phonemeref_data/audio/sensational/en1078538.mp3,sɛnˈseɪʃənəl,original,True,
8873.0,scholastic,/skəˈlæstɪk/,data/raw/phonemeref_data/audio/scholastic/en1077166.mp3,skəˈlæstɪk,original,True,
2312.0,court,/kɔrt/,data/raw/phonemeref_data/audio/court/en020219.mp3,kɔrt,original,True,
,rite,/raɪt/,data/augmented/acoustic/en073598_aug1.wav,raɪt,augmented,True,train
,newsletter,/ˈnuzˌlɛtɚ/,data/augmented/acoustic/en058146_aug1.wav,ˈnuzˌlɛtɚ,augmented,True,train
7127.0,pantomime,/ˈpæntəˌmaɪm/,data/raw/phonemeref_data/audio/pantomime/en1062782.mp3,ˈpæntəˌmaɪm,original,True,
,finale,/fɪˈnæli/,data/augmented/acoustic/en1033376_aug2.wav,fɪˈnæli,augmented,True,train
,orient,/ˈɔriənt/,data/augmented/acoustic/en1061275_aug2.wav,ˈɔriənt,augmented,True,train
567.0,armadillo,/ˌɑrməˈdɪloʊ/,data/raw/phonemeref_data/audio/armadillo/en1005333.mp3,ˌɑrməˈdɪloʊ,original,True,
4854.0,hedge,/hɛdʒ/,data/raw/phonemeref_data/audio/hedge/en042537.mp3,hɛdʒ,original,True,
,prone,/proʊn/,data/augmented/acoustic/en067416_aug2.wav,proʊn,augmented,True,train
1592.0,characteristic,/ˌkærɪktəˈrɪstɪk/,data/raw/phonemeref_data/audio/characteristic/en014083.mp3,ˌkærɪktəˈrɪstɪk,original,True,
,crouch,/kraʊtʃ/,data/augmented/acoustic/en021206_aug2.wav,kraʊtʃ,augmented,True,train
,adjustment,/əˈdʒʌstmənt/,data/augmented/acoustic/en001343_aug2.wav,əˈdʒʌstmənt,augmented,True,train
7580.0,poisonous,/ˈpɔɪzənəs/,data/raw/phonemeref_data/audio/poisonous/en065045.mp3,ˈpɔɪzənəs,original,True,
,brush,/brʌʃ/,data/augmented/acoustic/en011249_aug2.wav,brʌʃ,augmented,True,train
5438.0,innate,/ɪˈneɪt/,data/raw/phonemeref_data/audio/innate/en1046600.mp3,ɪˈneɪt,original,True,
7292.0,pending,/ˈpɛndɪŋ/,data/raw/phonemeref_data/audio/pending/en062947.mp3,ˈpɛndɪŋ,original,True,
,remarkable,/rɪˈmɑrkəbəl/,data/augmented/acoustic/en071600_aug2.wav,rɪˈmɑrkəbəl,augmented,True,train
,arrogant,/ˈærəgənt/,data/augmented/acoustic/en004405_aug1.wav,ˈærəgənt,augmented,True,train
,relentlessly,/rɪˈlɛntləsli/,data/augmented/acoustic/en1072910_aug2.wav,rɪˈlɛntləsli,augmented,True,train
,salad,/ˈsæləd/,data/augmented/acoustic/en074916_aug1.wav,ˈsæləd,augmented,True,train
6885.0,ominous,/ˈɑmənəs/,data/raw/phonemeref_data/audio/ominous/en059703.mp3,ˈɑmənəs,original,True,
,exclusively,/ɪkˈskluːsɪvli/,data/augmented/acoustic/en1031097_aug1.wav,ɪkˈskluːsɪvli,augmented,True,train
7206.0,pastime,/ˈpæsˌtaɪm/,data/raw/phonemeref_data/audio/pastime/en1063482.mp3,ˈpæsˌtaɪm,original,True,
4820.0,heady,/ˈhɛdi/,data/raw/phonemeref_data/audio/heady/en1040940.mp3,ˈhɛdi,original,True,
,stoppage,/ˈstɑpɪdʒ/,data/augmented/acoustic/en1085200_aug2.wav,ˈstɑpɪdʒ,augmented,True,train
,settled,/ˈsɛtəld/,data/augmented/acoustic/en077215_aug1.wav,ˈsɛtəld,augmented,True,train
,exhilarating,/ɪgˈzɪləreɪtɪŋ/,data/augmented/acoustic/en031662_aug1.wav,ɪgˈzɪləreɪtɪŋ,augmented,True,train
4179.0,frank,/fræŋk/,data/raw/phonemeref_data/audio/frank/en036521.mp3,fræŋk,original,True,
,accent,/ˈæksɛnt/,data/augmented/acoustic/en000395_aug2.wav,ˈæksɛnt,augmented,True,train
,polka,/ˈpoʊlkə/,data/augmented/acoustic/en1066601_aug2.wav,ˈpoʊlkə,augmented,True,train
2113.0,considerable,/kənˈsɪdərəbəl/,data/raw/phonemeref_data/audio/considerable/en018504.mp3,kənˈsɪdərəbəl,original,True,
8914.0,scroll,/skroʊl/,data/raw/phonemeref_data/audio/scroll/en076148.mp3,skroʊl,original,True,
,pool,/pul/,data/augmented/acoustic/en065314_aug2.wav,pul,augmented,True,train
,bravado,/brəˈvɑdoʊ/,data/augmented/acoustic/en1010862_aug1.wav,brəˈvɑdoʊ,augmented,True,train
2955.0,discretion,/dɪˈskrɛʃən/,data/raw/phonemeref_data/audio/discretion/en025581.mp3,dɪˈskrɛʃən,original,True,
,physical,/ˈfɪzɪkəl/,data/augmented/acoustic/en063666_aug1.wav,ˈfɪzɪkəl,augmented,True,train
,snout,/snaʊt/,data/augmented/acoustic/en080900_aug1.wav,snaʊt,augmented,True,train
1672.0,choir,/kwaɪr/,data/raw/phonemeref_data/audio/choir/en014914.mp3,kwaɪr,original,True,
,square,/skwɛr/,data/augmented/acoustic/en083055_aug2.wav,skwɛr,augmented,True,train
,nationalism,/ˈnæʃənəlˌɪzəm/,data/augmented/acoustic/en1058657_aug1.wav,ˈnæʃənəlˌɪzəm,augmented,True,train
10764.0,undefined,/ˌʌndɪˈfaɪnd/,data/raw/phonemeref_data/audio/undefined/en1093283.mp3,ˌʌndɪˈfaɪnd,original,True,
5196.0,immense,/ɪˈmɛns/,data/raw/phonemeref_data/audio/immense/en1044119.mp3,ɪˈmɛns,original,True,
,heroic,/hɪˈroʊɪk/,data/augmented/acoustic/en1041499_aug2.wav,hɪˈroʊɪk,augmented,True,train
,bruising,/ˈbruːzɪŋ/,data/augmented/acoustic/en011206_aug2.wav,ˈbruːzɪŋ,augmented,True,train
,sequel,/ˈsikwəl/,data/augmented/acoustic/en076966_aug2.wav,ˈsikwəl,augmented,True,train
,resigned,/rɪˈzaɪnd/,data/augmented/acoustic/en072379_aug2.wav,rɪˈzaɪnd,augmented,True,train
10741.0,unborn,/ʌnˈbɔrn/,data/raw/phonemeref_data/audio/unborn/en1093044.mp3,ʌnˈbɔrn,original,True,
,desist,/dɪˈzɪst/,data/augmented/acoustic/en1023934_aug1.wav,dɪˈzɪst,augmented,True,train
,thrusting,/ˈθrʌstɪŋ/,data/augmented/acoustic/en1089724_aug2.wav,ˈθrʌstɪŋ,augmented,True,train
,imposing,/ɪmˈpoʊzɪŋ/,data/augmented/acoustic/en1044570_aug1.wav,ɪmˈpoʊzɪŋ,augmented,True,train
,sensual,/ˈsɛnʃuəl/,data/augmented/acoustic/en1078595_aug2.wav,ˈsɛnʃuəl,augmented,True,train
,irritating,/ˈɪrɪˌteɪtɪŋ/,data/augmented/acoustic/en1048519_aug1.wav,ˈɪrɪˌteɪtɪŋ,augmented,True,train
,walker,/ˈwɔkɚ/,data/augmented/acoustic/en1097682_aug1.wav,ˈwɔkɚ,augmented,True,train
,tissue,/ˈtɪʃu/,data/augmented/acoustic/en090566_aug1.wav,ˈtɪʃu,augmented,True,train
,discourse,/ˈdɪskɔrs/,data/augmented/acoustic/en025537_aug2.wav,ˈdɪskɔrs,augmented,True,train
,occasionally,/əˈkeɪʒənəli/,data/augmented/acoustic/en059332_aug2.wav,əˈkeɪʒənəli,augmented,True,train
6082.0,liquor,/ˈlɪkɚ/,data/raw/phonemeref_data/audio/liquor/en051587.mp3,ˈlɪkɚ,original,True,
929.0,bell,/bɛl/,data/raw/phonemeref_data/audio/bell/en007635.mp3,bɛl,original,True,
,dedication,/ˌdɛdɪˈkeɪʃən/,data/augmented/acoustic/en1022624_aug1.wav,ˌdɛdɪˈkeɪʃən,augmented,True,train
,rotate,/ˈroʊteɪt/,data/augmented/acoustic/en074067_aug2.wav,ˈroʊteɪt,augmented,True,train
7860.0,proficient,/prəˈfɪʃənt/,data/raw/phonemeref_data/audio/proficient/en067195.mp3,prəˈfɪʃənt,original,True,
,distressing,/dɪˈstrɛsɪŋ/,data/augmented/acoustic/en026232_aug2.wav,dɪˈstrɛsɪŋ,augmented,True,train
,allotment,/əˈlɑtmənt/,data/augmented/acoustic/en002600_aug2.wav,əˈlɑtmənt,augmented,True,train
6557.0,morally,/ˈmɔrəli/,data/raw/phonemeref_data/audio/morally/en1057547.mp3,ˈmɔrəli,original,True,
2036.0,concurrent,/kənˈkɜrənt/,data/raw/phonemeref_data/audio/concurrent/en018061.mp3,kənˈkɜrənt,original,True,
,pouch,/paʊtʃ/,data/augmented/acoustic/en065838_aug1.wav,paʊtʃ,augmented,True,train
,er,/ˈɜː/,data/augmented/acoustic/en030611_aug1.wav,ˈɜː,augmented,True,train
2386.0,crest,/krɛst/,data/raw/phonemeref_data/audio/crest/en020870.mp3,krɛst,original,True,
,conditioning,/kənˈdɪʃənɪŋ/,data/augmented/acoustic/en1018249_aug2.wav,kənˈdɪʃənɪŋ,augmented,True,train
10453.0,topsoil,/ˈtɑpˌsɔɪl/,data/raw/phonemeref_data/audio/topsoil/en1090553.mp3,ˈtɑpˌsɔɪl,original,True,
2003.0,compromise,/ˈkɑmprəˌmaɪz/,data/raw/phonemeref_data/audio/compromise/en017803.mp3,ˈkɑmprəˌmaɪz,original,True,
,rebellious,/rɪˈbɛljəs/,data/augmented/acoustic/en070100_aug2.wav,rɪˈbɛljəs,augmented,True,train
7361.0,personnel,/ˌpɝsəˈnɛl/,data/raw/phonemeref_data/audio/personnel/en063353.mp3,ˌpɝsəˈnɛl,original,True,
,somebody,/ˈsʌmˌbɑdi/,data/augmented/acoustic/en081405_aug2.wav,ˈsʌmˌbɑdi,augmented,True,train
6493.0,microscope,/ˈmaɪkrəˌskoʊp/,data/raw/phonemeref_data/audio/microscope/en1055974.mp3,ˈmaɪkrəˌskoʊp,original,True,
,robust,/roʊˈbʌst/,data/augmented/acoustic/en073774_aug2.wav,roʊˈbʌst,augmented,True,train
10613.0,troubled,/ˈtrʌbəld/,data/raw/phonemeref_data/audio/troubled/en092153.mp3,ˈtrʌbəld,original,True,
,interstate,/ˌɪntɚˈsteɪt/,data/augmented/acoustic/en1047702_aug1.wav,ˌɪntɚˈsteɪt,augmented,True,train
,euphemism,/ˈjufəˌmɪzəm/,data/augmented/acoustic/en1030711_aug2.wav,ˈjufəˌmɪzəm,augmented,True,train
,imminent,/ˈɪmənənt/,data/augmented/acoustic/en1044165_aug1.wav,ˈɪmənənt,augmented,True,train
,forbidden,/fərˈbɪdən/,data/augmented/acoustic/en035689_aug1.wav,fərˈbɪdən,augmented,True,train
,before,/bɪˈfɔr/,data/augmented/acoustic/en007402_aug1.wav,bɪˈfɔr,augmented,True,train
,gimme,/ˈgɪmɪ/,data/augmented/acoustic/en1037351_aug2.wav,ˈgɪmɪ,augmented,True,train
518.0,approaching,/əˈprəʊtʃɪŋ/,data/raw/phonemeref_data/audio/approaching/en004001.mp3,əˈprəʊtʃɪŋ,original,True,
,coffer,/ˈkɔfɚ/,data/augmented/acoustic/en1016740_aug2.wav,ˈkɔfɚ,augmented,True,train
,developing,/dɪˈvɛləpɪŋ/,data/augmented/acoustic/en024524_aug1.wav,dɪˈvɛləpɪŋ,augmented,True,train
,surname,/ˈsɝˌneɪm/,data/augmented/acoustic/en086719_aug2.wav,ˈsɝˌneɪm,augmented,True,train
6887.0,omnipresent,/ˌɑmnəˈprɛzənt/,data/raw/phonemeref_data/audio/omnipresent/en1060738.mp3,ˌɑmnəˈprɛzənt,original,True,
,apostrophe,/əˈpɑstrəfi/,data/augmented/acoustic/en1004682_aug2.wav,əˈpɑstrəfi,augmented,True,train
6571.0,motel,/moʊˈtɛl/,data/raw/phonemeref_data/audio/motel/en1057721.mp3,moʊˈtɛl,original,True,
,dire,/daɪr/,data/augmented/acoustic/en025196_aug1.wav,daɪr,augmented,True,train
,portable,/ˈpɔrtəbəl/,data/augmented/acoustic/en065507_aug1.wav,ˈpɔrtəbəl,augmented,True,train
,dross,/drɔs/,data/augmented/acoustic/en1027402_aug2.wav,drɔs,augmented,True,train
,unruly,/ʌnˈruli/,data/augmented/acoustic/en094216_aug2.wav,ʌnˈruli,augmented,True,train
,ho,/hoʊ/,data/augmented/acoustic/en1042001_aug2.wav,hoʊ,augmented,True,train
1450.0,cardiovascular,/ˌkɑrdioʊˈvæskjəlɚ/,data/raw/phonemeref_data/audio/cardiovascular/en1013354.mp3,ˌkɑrdioʊˈvæskjəlɚ,original,True,
,moderately,/ˈmɑdərɪtli/,data/augmented/acoustic/en1056999_aug1.wav,ˈmɑdərɪtli,augmented,True,train
,poignant,/ˈpɔɪnjənt/,data/augmented/acoustic/en064947_aug2.wav,ˈpɔɪnjənt,augmented,True,train
